year,region,country,sector,instrument_type,amount_usd_mn
2020,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,6.62
2019,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,8.13
2018,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,50.13
2017,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,12.99
2016,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,7.32
2015,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,5.8
2019,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,0.31
2021,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,0.04
2020,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,56.15
2019,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,75.2
2018,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,89.78
2017,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,86.7
2016,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,47.95
2015,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,33.91
2014,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,35.52
2013,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,38.35
2022,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,33.69
2015,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,0.01
2022,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,0.26
2021,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,0.12
2021,East Asia & Pacific,Thailand,Energy Efficiency,Grant,1.88
2020,East Asia & Pacific,Thailand,Energy Efficiency,Grant,2.79
2019,East Asia & Pacific,Thailand,Energy Efficiency,Grant,4.06
2018,East Asia & Pacific,Thailand,Energy Efficiency,Grant,4.27
2017,East Asia & Pacific,Thailand,Energy Efficiency,Grant,4.03
2016,East Asia & Pacific,Thailand,Energy Efficiency,Grant,5.65
2015,East Asia & Pacific,Thailand,Energy Efficiency,Grant,4.12
2014,East Asia & Pacific,Thailand,Energy Efficiency,Grant,3.56
2013,East Asia & Pacific,Thailand,Energy Efficiency,Grant,3.48
2013,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,3.65
2022,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,1.17
2021,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,1.14
2020,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,0.5
2019,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,1.97
2018,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,2.55
2017,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,1.86
2016,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,2.47
2015,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,1.45
2018,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.17
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.91
2021,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.63
2019,South Asia,Bangladesh,Energy Efficiency,Grant,2.83
2018,South Asia,Bangladesh,Energy Efficiency,Grant,4.12
2017,South Asia,Bangladesh,Energy Efficiency,Grant,4.15
2016,South Asia,Bangladesh,Energy Efficiency,Grant,2.56
2015,South Asia,Bangladesh,Energy Efficiency,Grant,4.63
2014,South Asia,Bangladesh,Energy Efficiency,Grant,3.11
2013,South Asia,Bangladesh,Energy Efficiency,Grant,2.95
2022,South Asia,Bangladesh,Energy Efficiency,Grant,2.37
2021,South Asia,Bangladesh,Energy Efficiency,Grant,3.84
2013,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.14
2022,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.57
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,3.79
2020,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.93
2019,Latin America & Caribbean,Brazil,Cross-cutting,Grant,3.08
2018,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.69
2017,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.03
2016,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.76
2015,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.64
2013,South Asia,India,Cross-cutting,Grant,152.99
2022,South Asia,India,Cross-cutting,Grant,265.0
2021,South Asia,India,Cross-cutting,Grant,276.61
2020,South Asia,India,Cross-cutting,Grant,217.76
2019,South Asia,India,Cross-cutting,Grant,275.58
2018,South Asia,India,Cross-cutting,Grant,277.0
2017,South Asia,India,Cross-cutting,Grant,288.2
2016,South Asia,India,Cross-cutting,Grant,243.33
2015,South Asia,India,Cross-cutting,Grant,225.49
2014,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.46
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.07
2014,East Asia & Pacific,China,Cross-cutting,Grant,12.23
2013,East Asia & Pacific,China,Cross-cutting,Grant,20.25
2022,East Asia & Pacific,China,Cross-cutting,Grant,6.74
2021,East Asia & Pacific,China,Cross-cutting,Grant,6.42
2020,East Asia & Pacific,China,Cross-cutting,Grant,5.73
2019,East Asia & Pacific,China,Cross-cutting,Grant,6.24
2018,East Asia & Pacific,China,Cross-cutting,Grant,7.1
2017,East Asia & Pacific,China,Cross-cutting,Grant,5.73
2016,East Asia & Pacific,China,Cross-cutting,Grant,5.53
2017,Europe & Central Asia,Turkey,Cross-cutting,Grant,1.77
2022,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.37
2021,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.41
2020,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.49
2019,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.15
2013,East Asia & Pacific,Philippines,Climate Adaptation,Grant,5.09
2016,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.05
2015,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.22
2013,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.02
2017,Latin America & Caribbean,Chile,Cross-cutting,Grant,5.07
2016,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.01
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.2
2022,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.54
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.18
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.04
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.34
2021,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,2.33
2020,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,1.75
2019,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,2.83
2018,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,2.46
2017,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,3.6
2016,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,3.77
2015,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,2.84
2014,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,2.41
2013,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,2.63
2013,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.33
2021,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,1.4
2020,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.11
2017,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.65
2016,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.55
2015,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.83
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.13
2021,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,0.53
2016,South Asia,India,Cross-cutting,Grant,6.73
2022,South Asia,India,Cross-cutting,Grant,16.44
2021,South Asia,India,Cross-cutting,Grant,16.09
2020,South Asia,India,Cross-cutting,Grant,12.49
2019,South Asia,India,Cross-cutting,Grant,9.17
2018,South Asia,India,Cross-cutting,Grant,8.25
2013,East Asia & Pacific,Philippines,Cross-cutting,Grant,54.83
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,9.97
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,18.81
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,24.62
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,17.4
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,13.54
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,9.65
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,7.65
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,13.93
2013,East Asia & Pacific,Thailand,Climate Adaptation,Grant,7.73
2022,East Asia & Pacific,Thailand,Climate Adaptation,Grant,1.3
2021,East Asia & Pacific,Thailand,Climate Adaptation,Grant,0.95
2020,East Asia & Pacific,Thailand,Climate Adaptation,Grant,1.17
2019,East Asia & Pacific,Thailand,Climate Adaptation,Grant,0.4
2018,East Asia & Pacific,Thailand,Climate Adaptation,Grant,0.05
2017,East Asia & Pacific,Thailand,Climate Adaptation,Grant,3.4
2016,East Asia & Pacific,Thailand,Climate Adaptation,Grant,3.05
2015,East Asia & Pacific,Thailand,Climate Adaptation,Grant,2.88
2018,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.01
2015,South Asia,Bangladesh,Energy Efficiency,Grant,0.01
2022,South Asia,Bangladesh,Energy Efficiency,Grant,2.77
2021,South Asia,Bangladesh,Energy Efficiency,Grant,1.66
2020,South Asia,Bangladesh,Energy Efficiency,Grant,1.14
2019,South Asia,Bangladesh,Energy Efficiency,Grant,0.5
2017,South Asia,Bangladesh,Energy Efficiency,Grant,0.03
2018,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,1.9
2021,South Asia,Sri Lanka,Cross-cutting,Grant,14.1
2020,South Asia,Sri Lanka,Cross-cutting,Grant,10.58
2019,South Asia,Sri Lanka,Cross-cutting,Grant,14.04
2018,South Asia,Sri Lanka,Cross-cutting,Grant,13.2
2017,South Asia,Sri Lanka,Cross-cutting,Grant,18.91
2016,South Asia,Sri Lanka,Cross-cutting,Grant,12.18
2015,South Asia,Sri Lanka,Cross-cutting,Grant,12.47
2014,South Asia,Sri Lanka,Cross-cutting,Grant,9.38
2013,South Asia,Sri Lanka,Cross-cutting,Grant,11.88
2014,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,1.81
2022,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,200.34
2021,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,334.81
2020,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,296.9
2019,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,287.73
2018,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,379.75
2017,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,240.99
2016,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,39.36
2013,South Asia,Sri Lanka,Energy Efficiency,Grant,0.03
2015,South Asia,Sri Lanka,Energy Efficiency,Grant,0.02
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.97
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,7.91
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,8.21
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,10.35
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,16.45
2017,South Asia,India,Cross-cutting,Grant,0.22
2022,South Asia,India,Cross-cutting,Grant,14.55
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.05
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.04
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.03
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.02
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.21
2013,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.25
2022,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.64
2021,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.59
2020,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.15
2019,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.27
2018,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.17
2017,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.18
2016,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.34
2015,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.46
2013,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.05
2015,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.05
2016,Middle East & North Africa,Morocco,Climate Adaptation,Grant,4.88
2015,Middle East & North Africa,Morocco,Climate Adaptation,Grant,2.78
2014,Middle East & North Africa,Morocco,Climate Adaptation,Grant,2.85
2013,Middle East & North Africa,Morocco,Climate Adaptation,Grant,0.8
2022,Middle East & North Africa,Morocco,Climate Adaptation,Grant,11.03
2021,Middle East & North Africa,Morocco,Climate Adaptation,Grant,8.38
2020,Middle East & North Africa,Morocco,Climate Adaptation,Grant,6.1
2019,Middle East & North Africa,Morocco,Climate Adaptation,Grant,5.05
2018,Middle East & North Africa,Morocco,Climate Adaptation,Grant,3.67
2020,South Asia,Bangladesh,Cross-cutting,Grant,0.06
2022,South Asia,Bangladesh,Cross-cutting,Grant,0.06
2013,Latin America & Caribbean,Colombia,Cross-cutting,Grant,2.53
2022,Latin America & Caribbean,Colombia,Cross-cutting,Grant,14.86
2021,Latin America & Caribbean,Colombia,Cross-cutting,Grant,3.79
2020,Latin America & Caribbean,Colombia,Cross-cutting,Grant,7.1
2019,Latin America & Caribbean,Colombia,Cross-cutting,Grant,3.95
2018,Latin America & Caribbean,Colombia,Cross-cutting,Grant,5.02
2017,Latin America & Caribbean,Colombia,Cross-cutting,Grant,5.18
2016,Latin America & Caribbean,Colombia,Cross-cutting,Grant,2.42
2015,Latin America & Caribbean,Colombia,Cross-cutting,Grant,2.87
2013,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,10.97
2022,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,10.8
2021,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,3.53
2020,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,0.82
2019,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,19.53
2018,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,12.38
2017,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,13.06
2016,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,25.11
2015,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,33.93
2013,South Asia,Nepal,Cross-cutting,Grant,16.77
2022,South Asia,Nepal,Cross-cutting,Grant,13.44
2021,South Asia,Nepal,Cross-cutting,Grant,13.41
2020,South Asia,Nepal,Cross-cutting,Grant,16.13
2019,South Asia,Nepal,Cross-cutting,Grant,16.29
2018,South Asia,Nepal,Cross-cutting,Grant,12.47
2017,South Asia,Nepal,Cross-cutting,Grant,17.11
2016,South Asia,Nepal,Cross-cutting,Grant,16.19
2015,South Asia,Nepal,Cross-cutting,Grant,18.11
2013,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.59
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.74
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.59
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.39
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.6
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.8
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.68
2016,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.6
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.25
2013,South Asia,Bangladesh,Cross-cutting,Grant,0.52
2022,South Asia,Bangladesh,Cross-cutting,Grant,79.71
2021,South Asia,Bangladesh,Cross-cutting,Grant,107.23
2020,South Asia,Bangladesh,Cross-cutting,Grant,72.88
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.03
2022,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.94
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.99
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.39
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.5
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.66
2017,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.7
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.89
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.19
2013,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.51
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,1.35
2021,Latin America & Caribbean,Mexico,Cross-cutting,Grant,1.42
2020,Latin America & Caribbean,Mexico,Cross-cutting,Grant,1.85
2019,Latin America & Caribbean,Mexico,Cross-cutting,Grant,1.58
2018,Latin America & Caribbean,Mexico,Cross-cutting,Grant,2.55
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,1.87
2016,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.76
2015,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.54
2016,East Asia & Pacific,Thailand,Energy Efficiency,Grant,0.02
2015,East Asia & Pacific,Thailand,Energy Efficiency,Grant,0.14
2014,East Asia & Pacific,Thailand,Energy Efficiency,Grant,0.16
2013,East Asia & Pacific,Thailand,Energy Efficiency,Grant,0.63
2020,East Asia & Pacific,Thailand,Energy Efficiency,Grant,0.01
2013,South Asia,India,Energy Efficiency,Grant,0.62
2022,South Asia,India,Energy Efficiency,Grant,0.03
2021,South Asia,India,Energy Efficiency,Grant,0.11
2020,South Asia,India,Energy Efficiency,Grant,1.28
2019,South Asia,India,Energy Efficiency,Grant,0.04
2018,South Asia,India,Energy Efficiency,Grant,0.05
2017,South Asia,India,Energy Efficiency,Grant,0.06
2016,South Asia,India,Energy Efficiency,Grant,0.47
2015,South Asia,India,Energy Efficiency,Grant,0.53
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.1
2013,Middle East & North Africa,Egypt,Energy Efficiency,Grant,17.18
2022,Middle East & North Africa,Egypt,Energy Efficiency,Grant,14.52
2021,Middle East & North Africa,Egypt,Energy Efficiency,Grant,12.96
2020,Middle East & North Africa,Egypt,Energy Efficiency,Grant,13.56
2019,Middle East & North Africa,Egypt,Energy Efficiency,Grant,12.99
2018,Middle East & North Africa,Egypt,Energy Efficiency,Grant,17.7
2017,Middle East & North Africa,Egypt,Energy Efficiency,Grant,15.32
2016,Middle East & North Africa,Egypt,Energy Efficiency,Grant,16.13
2015,Middle East & North Africa,Egypt,Energy Efficiency,Grant,14.01
2020,South Asia,Bangladesh,Cross-cutting,Grant,0.04
2013,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,12.1
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.23
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.41
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.74
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.19
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,3.14
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,3.5
2016,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.15
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,5.68
2013,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.16
2022,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.24
2021,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.27
2020,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.28
2019,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.18
2018,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.25
2017,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.17
2016,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.06
2015,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.08
2022,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,0.02
2021,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,0.1
2013,Middle East & North Africa,Tunisia,Cross-cutting,Grant,4.67
2021,Middle East & North Africa,Tunisia,Cross-cutting,Grant,9.58
2020,Middle East & North Africa,Tunisia,Cross-cutting,Grant,14.69
2018,Middle East & North Africa,Tunisia,Cross-cutting,Grant,30.74
2017,Middle East & North Africa,Tunisia,Cross-cutting,Grant,61.84
2016,Middle East & North Africa,Tunisia,Cross-cutting,Grant,27.4
2013,East Asia & Pacific,China,Cross-cutting,Grant,552.84
2022,East Asia & Pacific,China,Cross-cutting,Grant,389.74
2021,East Asia & Pacific,China,Cross-cutting,Grant,455.45
2020,East Asia & Pacific,China,Cross-cutting,Grant,534.21
2019,East Asia & Pacific,China,Cross-cutting,Grant,509.98
2018,East Asia & Pacific,China,Cross-cutting,Grant,508.65
2017,East Asia & Pacific,China,Cross-cutting,Grant,440.46
2016,East Asia & Pacific,China,Cross-cutting,Grant,418.82
2015,East Asia & Pacific,China,Cross-cutting,Grant,415.87
2015,Middle East & North Africa,Morocco,Energy Efficiency,Grant,0.02
2022,Middle East & North Africa,Morocco,Energy Efficiency,Grant,0.38
2021,Middle East & North Africa,Morocco,Energy Efficiency,Grant,0.41
2019,Middle East & North Africa,Morocco,Energy Efficiency,Grant,0.25
2018,Middle East & North Africa,Morocco,Energy Efficiency,Grant,0.09
2021,Middle East & North Africa,Jordan,Cross-cutting,Grant,30.97
2020,Middle East & North Africa,Jordan,Cross-cutting,Grant,32.75
2019,Middle East & North Africa,Jordan,Cross-cutting,Grant,16.09
2018,Middle East & North Africa,Jordan,Cross-cutting,Grant,15.05
2017,Middle East & North Africa,Jordan,Cross-cutting,Grant,8.39
2020,South Asia,Pakistan,Climate Adaptation,Grant,1.24
2019,South Asia,Pakistan,Climate Adaptation,Grant,0.46
2018,South Asia,Pakistan,Climate Adaptation,Grant,0.64
2017,South Asia,Pakistan,Climate Adaptation,Grant,0.33
2016,South Asia,Pakistan,Climate Adaptation,Grant,0.81
2015,South Asia,Pakistan,Climate Adaptation,Grant,0.81
2022,South Asia,Pakistan,Climate Adaptation,Grant,1.08
2020,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,323.4
2019,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,107.29
2018,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,107.19
2017,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,353.9
2016,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,282.62
2015,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,518.63
2014,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,312.3
2013,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,316.57
2022,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,305.46
2017,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,0.74
